"RTTot__C"	"RTTot__H"	"RT35S__C"	"RT35S__H"	"RTSHR__C"	"RTSHR__H"	"RTWOL__C"	"RTWOL__H"	"RTSCR__C"	"RTSCR__H"	"RTot__C"	"RTot__H"	"R35S__C"	"R35S__H"	"RL11C__C"	"RL11C__H"	"RSHR__C"	"RSHR__H"	"RWOL__C"	"RWOL__H"	"RGL2__C"	"RGL2__H"	"RSUC__C"	"RSUC__H"	"RS22__C"	"RSCR__C"	"RSCR__H"	"RCO2__C"	"RCO2__H"	"RPEP__C"	"RPEP__H"	"STot__C"	"STot__H"	"S35S__C"	"S35S__H"	"SRB__C"	"SRB__H"	"SSUC__C"	"SSUC__H"	"SS22__C"	"SGL2__C"	"SGL2__H"	"SCER__C"	"SCER__H"	"SKAT__C"	"Descriptions.Canada"
"ATEXO70C1..EXO70C1"	9.35606034983151	8.61942299732339	7.65299050796278	7.45663145232928	8.22817963055902	8.18821875445572	8.33656604180434	8.21743553732591	8.6360100944366	8.62535356360931	7.54044682187234	6.61756140304336	5.86339487064039	5.62864721418752	5.76895450348928	6.0297659473419	6.02428322900751	5.98556613222854	6.30617772831327	5.72280376820621	6.22331280594245	6.23534690900585	6.57446254231588	6.48920592160101	6.73481489939179	6.44237961327708	5.65995624198879	6.49239505304018	5.81641258253595	5.94618938441815	5.50106609147188	4.09191796752008	2.93020637160948	1.84054114636194	3.16780599770673	1.94561539978158	1.89193951704542	2.20539085820626	4.12793075621178	2.30191156404321	2.40787116068181	3.01178304894589	3.4686021422949	3.3037592997079	2.90843740853857	"putative protein leucine zipper-containing protein - Lycopersicon esculentum, EMBL:Z12127"
"ATGER3..GER3..GLP3..GLP3A..GLP3B"	6.42456251564038	5.00834871729952	6.33302965724338	6.03014924631607	6.27302177249188	5.75574778515742	7.08096078642718	6.65150075076795	6.17843653689491	6.51145810489978	5.52323055195848	5.29052362112667	6.62079197457133	6.05310337489025	4.99887424162655	5.31967296299298	6.05892934518155	5.76777390066641	5.51031183017369	4.52414232082944	6.31690968981894	6.54066716790412	6.27174774018702	6.0596910504292	6.04676263677163	5.60110018645523	5.11579789843336	4.94635444726924	4.56298960169557	5.79918409242926	6.38891140421147	13.6732947744339	13.8221823421702	13.815572252771	13.989755807305	14.1160781138475	14.4107264765494	10.0319563568525	10.082681106316	12.4754998362844	12.576090737805	13.0300076169946	9.49158436634616	9.77473706144647	12.7639102048781	"germin-like protein  ; supported by cDNA: gi_14517363_gb_AY039516.1_"
"AHK5..CKI2..HK5"	8.16748776876496	8.22807357536816	7.79247992312925	9.01242483593911	9.04969656794995	9.35374568103763	7.39022753969573	8.41008907275134	8.73743685253442	9.32690552355783	8.42984733962184	8.251224360766	7.84136324105202	7.74114104349373	7.86641230568756	7.0702328262789	8.24477037758515	8.12653555541963	7.76342043266207	7.85831942169891	8.06458302733998	7.69359915780215	7.48263502233366	7.89193914277477	7.97107904035253	8.4800952839217	8.49409017483686	8.34560728971694	8.4770339415748	8.49745719810488	8.51278968186035	4.10536653157167	3.12373153667842	4.12808954653621	2.8194729568924	2.55394311650407	2.77109581531431	3.26094609537414	2.74452473593124	1.86247395452266	3.49757310385335	2.50634325546747	1.7598755697189	2.63254521660326	3.47821988607646	"histidine kinase - like protein sensory transduction histidine kinase slr1759, Synechocystis sp., PIR:S75142"
"ATBCB..BCB..SAG14"	5.24414451700634	6.64971834498504	3.40857219812919	5.92182287192079	4.46012500926062	4.38357351859536	3.49005771329035	3.85246367069708	2.65549687400243	4.85330537548118	5.02586394049866	6.45063432858876	5.73945972357244	6.67342503312097	4.25305722013968	6.4689914652353	3.90579300861955	6.39616334589284	4.91631698993263	6.62442679062002	4.29378407180706	6.1364929907534	3.35560464592394	6.25628831309299	3.22547674959096	5.65442614158555	6.28201728796822	5.64216972287158	6.95041818793831	5.45502766302806	7.00909033698299	8.83078213933188	10.5044772064549	8.93399972943376	10.7970054283178	9.65503123399203	10.7369236579904	7.67804517076779	10.2445810271542	7.10911938495548	8.97030222847824	10.4620513965538	8.82114808609498	11.3517461409351	6.88646726569834	"blue copper binding protein  ;supported by full-length cDNA: Ceres:7767."
"AT3..ATEM1..EM1..GEA1"	2.46176502892634	2.38370091431759	5.34545133663941	3.86038698409553	4.06819456962495	2.54842337403612	1.89234134971619	0.688264639063312	1.65376696169142	1.68022968503454	3.2267646548022	3.28127714421858	4.8351071958061	4.05382709107841	2.18901470855408	3.01645375334622	2.33419575540747	3.30560118316772	0.520727275559252	3.1417086734362	1.127250449259	3.62951114979867	2.22465006688924	2.78496540822069	3.82134467102058	2.0649515503698	2.24452302489272	3.54758665287783	3.47182771618462	1.18140516366699	3.58244124157284	6.02298094796808	6.59270117816869	7.59355773923684	6.94601653910886	5.22317737211989	4.85542161347695	4.86451469645331	5.44048598973561	3.17173798349904	4.61280836848858	3.55967904671889	4.99011017790191	4.51237250222301	5.42659925442174	"embryonic abundant protein AtEm1"
"ATCOL1..BBX2..COL1"	4.9403322481869	3.18952817595168	3.34539437827072	3.28953783251546	4.29673979114224	2.62021259844881	4.60355630945426	3.67071927174198	4.07395298596895	3.95797211868453	3.06908540812218	4.68009050538476	5.22803522712311	4.89212778874696	3.33722789246271	4.65170578570015	4.2304060325798	4.0583715481642	3.36884778870311	3.32507622922837	4.76392518923549	4.53399870544959	4.21392119686669	4.29408536596336	4.426579712987	5.21343582899335	4.90375520106962	4.64672942356309	4.18389180242906	5.12140259819565	5.15457760419593	9.93216708435956	9.9840283453295	9.91477205383339	10.2586748995543	10.6118965574201	10.6872202685518	8.64171758601915	9.46434022914748	9.81772069033353	9.60975446398582	9.60367982959546	8.53589401470004	9.51578699689987	9.47055530679998	"CONSTANS-like 1"
"TBL21"	8.11346984108663	7.13218469351046	6.6136931510246	6.75511147720807	8.01393984384497	7.08404942307196	6.86738231062156	7.29410093787703	7.57457398056999	7.27163102794366	8.01737728033799	7.45373665839144	6.32565563588276	5.51814501190202	5.72906887231094	5.23279941537454	7.22652513313317	6.42846179918021	7.31584232563648	6.33181184345582	6.91489961005407	6.75979974460312	7.55137451129725	6.8516427974413	7.26172054330372	6.9500623132329	6.0820659823174	7.75506023251274	7.38826263013078	5.72861413398261	6.00012030876184	3.89440231401065	2.90395077732343	3.92377917253219	2.50140429839795	2.08289604258182	3.08533361300011	2.07977183248775	1.93109056445072	2.75113899039932	1.61715795900508	2.28771677900087	3.14665260258951	3.74264061780713	1.57768215452364	"putative protein several hypothetical proteins - Arabidopsis thaliana"
"BETA..CA18..CA2"	5.53657737099016	5.99779462177441	5.75992772829877	4.52857693086854	5.52275633160117	5.53071824202417	6.76841807948132	5.5271832396899	6.07315504145569	4.86312022868414	5.65596156558296	5.37642352881719	5.55278530143953	5.56505496334191	4.87346066533116	5.88450369757087	5.2550264201779	5.60095785621071	4.96954598799537	4.85584125498373	5.73791514499246	5.42181395097667	5.29323573845092	6.02173490773324	5.69998142071842	6.59212061852353	5.25703113270074	5.43086850071632	4.89915997057904	5.43483044094865	5.82385302965774	14.3341844972533	14.3850850304692	14.0415914214865	14.0191136641752	14.2434352989681	14.1894806010918	13.184345026672	12.7547910349879	13.2267591630241	13.3269714855452	13.3504724107691	11.3776280879201	12.4695984360294	13.7495105670437	"CARBONIC ANHYDRASE 2  ; supported by cDNA: gi_13265565_gb_AF324712.2_AF324712"
"UGT72E3"	8.24102616806228	7.66482498503835	7.5885917721648	7.76082104606257	9.13991917432388	7.38591097374842	8.42200649063147	7.31502152941665	9.95596342601054	7.5790742635435	9.24488207416983	8.14671796250324	8.10648483415795	7.46932785508036	8.20601308314903	7.96491923945501	8.06232294320789	6.89701379608875	8.92882137187122	8.12417773933769	7.90440238768685	7.33257769473213	7.90000100751285	6.79360816856072	8.19246083086515	11.1400674289345	10.1175585246466	8.56945523148189	7.4978317633562	9.8285690116967	8.18718380278066	2.29939709412769	3.08149985929177	2.25428599536137	1.80129442034897	2.48938773739098	2.39273038664903	2.87113126023044	2.28448080162895	2.13148162715444	2.03491000373767	2.33606974176388	2.23127745787482	2.57439556260061	4.22907031150007	"UTP-glucose glucosyltransferase - like protein UTP-glucose glucosyltransferase, cassava, PIR:S41951"
"ATRD22..RD22"	4.0838471900556	6.17141649204292	3.49248992292962	5.50642952846072	7.18834249098681	8.02116463753471	7.35904755227638	8.17227031638218	7.26882172282532	7.48215877552119	7.49919174402132	7.48323865177238	6.39836350286112	6.50470026401839	5.52146638274765	6.59322263127242	6.69266748310897	7.75856504304102	7.2469492853023	8.31815050419439	8.19342621307068	8.82091727245915	7.16043136712855	8.26078720600384	7.36254228338034	7.87202365949292	8.22852542874084	8.69901751954687	8.90439930998061	3.94096796620209	6.29207676858929	13.1847577459206	13.0787065314842	13.3797256203958	13.0941938108543	12.5666994755345	12.2475394388716	12.5561442226256	13.0708636395618	14.2115984033868	13.8174886688417	13.8759012232616	14.4317590002995	14.2659906098723	12.3676600360585	"dehydration-induced protein RD22  ; supported by cDNA: gi_16974545_gb_AY060560.1_"
"ACR1"	3.51502438538647	3.52705553679965	3.80178421232427	5.26122447630009	4.17257183853896	3.32208777796394	5.93602909122557	2.78927782688501	3.39744731149555	2.92030152564568	3.34775205669139	3.48902652101467	2.72830279538755	3.25782547753731	4.13834846604751	3.09589436100766	3.44512728443451	2.39202928368505	3.8349432295888	4.70430485670934	3.13702194227196	2.75344427784568	3.9994070540356	3.38806432728902	2.36824601290558	4.17679372053466	3.88835408512665	3.73752409972996	3.36603440617616	5.70148826730207	3.291436546689	7.13248837073485	7.3649402063811	6.78311919084109	6.80267591623731	7.2219546519733	7.50009438090169	4.74817864159033	5.02962242297184	6.8096717580282	6.56269534470547	7.14729942615824	6.67514551192387	6.30649976734258	7.54598417011149	"uridylyl transferases-like  ; supported by cDNA: gi_13430687_gb_AF360256.1_AF360256"
"ATHB25..HB25..ZFHD2..ZHD1"	3.50545330132134	2.71894754220069	2.96545012241029	2.83283492949785	3.6823172636758	3.43027825354003	2.21936682647052	2.98921595874212	2.68211058995622	3.24213259553399	2.7992648026114	4.08830413944004	4.19585269649358	3.01738955149878	3.10202932696996	3.05858455910147	3.03546352238997	3.13796307187869	2.51378175658907	2.48073265012596	3.81593927923416	2.93624911598222	3.70185316629456	3.47253851444404	3.21346240342671	2.61715036152463	2.54523622808112	3.60659337982983	3.35309754537041	3.31483719823865	3.00046729979631	8.18177376557951	7.80986721947255	7.98683925339001	7.60189190130466	7.76192189881036	8.00667910804215	6.6901539221667	6.5481742166838	7.26996796685204	7.79765972912996	6.98502739197037	7.41812998907331	6.81955086779815	8.13041928769474	"putative protein contains similarity to unknown protein (pir||T05568)"
"CLEL..GLV2..RGF9"	4.53311876706434	3.19202659773025	3.25045517448073	2.53210804146602	2.94757621696342	3.06178471723728	1.58289281251522	2.23045604394484	0.517807051438612	3.73934507165175	3.1476302804811	3.60375262489821	3.97533618657839	2.56494389408984	1.75691121560733	1.7299965758906	2.63010510242288	1.76697167613981	1.58198900157214	1.65087620744691	3.93531244112148	4.64171829080961	3.02680236057323	2.97086768558563	4.52432164606361	3.86030781458708	0.462468707942482	0.23114650776398	3.75274338249805	1.18694250863214	0.71326128707844	8.00917092351516	7.3942054727255	9.54538119267821	9.48450361277178	8.97257772285773	9.17091920091331	7.64436000934581	7.16402888033858	10.7085083592902	10.1476898172162	10.0655504494586	11.1511654991716	11.3048769222469	9.02511143720451	"unknown protein"
"PSAN"	6.9595334087471	7.34114995132183	6.35284701767252	6.42598882966648	5.75896620843036	5.82207526812845	7.03548070161516	5.51887931382061	3.94271906358579	5.95786740599733	7.21460698202149	7.4444685516868	8.95055609154524	7.99387466781697	7.37229391244627	7.88133549988715	7.75901349776109	7.75520378198662	7.4729692105769	7.49485504580497	8.13675716121324	8.32266877190805	7.09067452898409	7.08144843196205	7.798400213073	7.2282475703104	6.68529900886316	7.64100778784005	7.254335284117	9.01597207937297	9.38781354906999	13.8837714453849	13.994922079982	14.4109339125702	14.3298749919616	14.2844369374219	14.4341871518508	13.7005859935217	13.8630436730314	13.9856838676039	13.7728529868954	14.1090475336865	12.6068177031973	12.9782707468761	13.9118307585527	"photosystem I reaction centre subunit psaN precursor (PSI-N) (sp P49107) ; supported by cDNA: gi_1237123_gb_U32176.1_ATU32176"
"ATHVA22B..HVA22B"	5.66403557056352	5.06166173679199	6.1074098536462	5.55783849950639	6.18696499712666	4.19408790493294	5.17477589282782	4.09937305894993	5.2708945691555	4.44484397031748	5.09542243172531	4.50839802916637	6.40120724576537	6.19737943625062	4.19240637658723	3.79903665228626	4.28475038408399	4.2035687288607	2.78790430576946	3.60677055313519	4.64036597868205	5.16825467200492	2.84613368956111	5.64197929187118	2.28049426574304	4.2232307328861	2.78344653345757	2.3828102315388	2.09236243151875	4.98763625043596	5.1081251513528	9.56995812658437	9.45984809695384	10.2444582537451	10.0576877343784	4.79347176980941	6.0864851063995	5.60200405166606	6.39513401197113	5.50950376641227	5.70492497035538	5.90291906082254	7.04693662221439	6.6578442409871	7.13607578411566	"AtHVA22b-like protein  ; supported by cDNA: gi_4884933_gb_AF141660.1_AF141660"
"CYP86..CYP86A1..HORST"	11.0703242817704	10.8696137542227	10.8814251541424	10.8533728571338	11.6271190855893	10.4164605151054	11.6279605868811	10.3050532785372	13.3610105688804	11.684328259875	11.9677323639657	11.5646261104683	11.2668765228301	11.1312094253922	11.5003536134329	10.8252871082663	11.5792125025386	10.2745879663048	11.9003248255555	10.7060399320901	11.719867711071	10.6658822477111	11.814018630865	10.2443899716891	12.0831724457594	13.6066170098144	12.8875033607485	12.2730494184492	10.8216561395805	9.60586966541943	9.23829252194952	6.39206684559504	5.64768607972914	4.88785721909898	2.91940079640837	4.05194505285776	3.16821230932192	2.67180289356995	3.12978803998299	3.83059243867354	3.52648410153786	2.92142017275987	4.3840065646798	2.55712575576781	6.69681798728041	"cytochrome P450 CYP86A1"
"LAC16"	6.39889874113494	5.63166400669346	6.73439306633539	6.01448334366459	7.19993549549808	6.69168399307856	7.88477992802726	6.20425888543014	7.54682127929299	6.60552015311575	6.07001390912198	5.71104188435237	5.42748255292322	5.86699721704737	6.50490057835857	6.1127640746204	4.89504035858654	4.2382124250041	6.4035278143884	5.92731052379537	6.58942996765075	2.48238520171984	6.24671341088047	5.51736066796493	5.79437029128383	8.28657027753956	8.1237966112005	6.12391450265106	6.03250639973707	4.58615273615766	3.65951965670643	3.18660742151188	3.1301145626679	2.5222702261038	1.54994362381898	2.59686293905906	3.114822208385	2.11549218474846	1.64445452328589	3.82775698739675	2.45194976459459	3.12204115555497	3.00269532398661	2.30917373349757	3.03394936628967	"laccase precursor - like protein laccase precursor, Nicotiana tabacum, PIR:JC5229"
"ATMES18..MES18"	2.72699038851011	3.1311243064525	2.72370171427632	3.61556746391319	4.06481060554597	3.03230825535184	4.88919299722296	4.58328942397601	3.26739226749171	4.570163010551	3.04517811859782	3.74168426633848	2.79887586735359	1.52100135265477	2.98301814477913	3.62364443936475	4.14752306564269	4.0222854927204	1.76878523748523	3.30771280428493	3.22512694113711	2.20212539771437	4.04076676959171	2.77348708412122	2.39949555841874	1.96995713466946	3.65325336656854	2.49074281738148	1.60896476627815	1.85304051838408	3.36567853005545	6.62692753741685	7.18234054032285	6.8287429239915	7.45149921745717	7.24095551057708	7.49169383805219	4.3808736609369	4.23973062967618	5.75786723335588	6.25066174993418	6.69994369522366	1.71233438136274	5.05649099393877	7.14211769613064	"polyneuridine aldehyde esterase-like; also similar to alpha-hydroxynitrile lyase ;supported by full-length cDNA: Ceres:123228."
"CIA2"	1.97361314156303	2.52824040118929	3.94868134183782	3.05086055389442	4.01645301521779	1.79255096780999	5.472640489221	2.2972473034052	3.99123452013904	4.1654083721934	5.64200277437245	4.51539305180672	5.9626468924421	5.42453283647738	7.01876693649637	5.40338520618074	6.63039343237264	4.75144413463709	6.25926437364442	5.52082741260541	6.29255202426161	6.3402278321053	5.71471410557733	4.84929423765546	7.01799763547694	5.47424514318331	4.05859380064799	5.92710810578082	4.8183118265691	6.5118197312823	5.06382347922813	9.28839233989263	9.06693215470943	8.55857428706111	9.19423573395609	9.45268116073916	9.45449723774837	9.86115434622378	9.22223157562312	9.14689013347342	8.45880738807988	8.90241682178976	8.60738708823116	8.14450194486693	9.40902632102981	"putative protein similar to unknown protein (pir||T04254); supported by cDNA: gi_13937150_gb_AF372929.1_AF372929"
"GATA21..GNC"	3.20838338760098	4.93765089179289	4.92196550392168	2.59004841747853	4.22190945553273	3.91162746247859	4.42412759131213	2.73111832318025	4.71475301962078	4.28676769590903	3.48601456058182	2.52014132373792	1.91985062794941	4.77353331022944	3.93548885317694	5.06167177508261	4.89908249290341	3.31710455074164	2.9241854525964	4.56401135117317	3.769130727189	3.53215638230413	4.25706547805644	4.29123565704016	1.6284211286921	3.27639109491315	4.2530147550789	2.72068997087527	4.71572392133438	4.51637147263225	6.86754392531655	8.35609940378651	9.37106883676675	8.12350952240303	9.58504352098858	9.05111017207275	9.74479490640348	5.05330864888394	7.0183594063852	8.0484756920407	7.77930028364774	8.77426689997099	5.28598803718162	6.51602347699863	8.1483459311891	"putative protein similar to unknown protein (pir |T04270);supported by full-length cDNA: Ceres:110454."
"LHCB3..LHCB3.1"	3.34520816976466	3.78877815809685	2.20484303309408	4.68521611389352	3.55619218941385	4.49806492534972	2.72492878538982	2.48959309000211	3.68454410798913	2.67054453268538	4.69438300177246	4.80480212996151	3.85462085413791	2.98819410886982	4.51078455559604	2.7875308064094	4.21717403580757	3.64718994766013	3.3153734417331	4.82275329256366	4.7284224245554	4.81140242227568	3.80501445925429	3.79584040514311	4.16526114635442	4.05896092890562	4.17621939361295	3.91114238090872	5.26286751017758	6.21722943815518	3.81375474695166	13.7029859644166	13.3690471570561	13.3441971843844	12.8207727174901	13.7097971916918	13.1354877451954	13.5663399358679	13.118361734306	11.893778426581	12.4800904275471	12.3171370329759	11.2638234706442	11.4796686864992	12.4572257363789	"Lhcb3 chlorophyll a/b binding protein (gb|AAD28773.1)  ; supported by cDNA: gi_13926338_gb_AF372917.1_AF372917"
