"rootTipTot__Control"	"rootTipTot__Hypoxia"	"rootTip35S__Control"	"rootTip35S__Hypoxia"	"rootTipSHR__Control"	"rootTipSHR__Hypoxia"	"rootTipWOL__Control"	"rootTipWOL__Hypoxia"	"rootTipSCR__Control"	"rootTipSCR__Hypoxia"	"rootTipot__Control"	"rootTipot__Hypoxia"	"root35S__Control"	"root35S__Hypoxia"	"rootL11C__Control"	"rootL11C__Hypoxia"	"rootSHR__Control"	"rootSHR__Hypoxia"	"rootWOL__Control"	"rootWOL__Hypoxia"	"rootGL2__Control"	"rootGL2__Hypoxia"	"rootSUC__Control"	"rootSUC__Hypoxia"	"rootS22__Control"	"rootSCR__Control"	"rootSCR__Hypoxia"	"rootCO2__Control"	"rootCO2__Hypoxia"	"rootPEP__Control"	"rootPEP__Hypoxia"	"shootTot__Control"	"shootTot__Hypoxia"	"shoot35S__Control"	"shoot35S__Hypoxia"	"shootRB__Control"	"shootRB__Hypoxia"	"shootSUC__Control"	"shootSUC__Hypoxia"	"shootS22__Control"	"shootGL2__Control"	"shootGL2__Hypoxia"	"shootCER__Control"	"shootCER__Hypoxia"	"shootKAT__Control"	"Descriptions.Canada"
"BETA..CA18..CA2"	5.53657737099016	5.99779462177441	5.75992772829877	4.52857693086854	5.52275633160117	5.53071824202417	6.76841807948132	5.5271832396899	6.07315504145569	4.86312022868414	5.65596156558296	5.37642352881719	5.55278530143953	5.56505496334191	4.87346066533116	5.88450369757087	5.2550264201779	5.60095785621071	4.96954598799537	4.85584125498373	5.73791514499246	5.42181395097667	5.29323573845092	6.02173490773324	5.69998142071842	6.59212061852353	5.25703113270074	5.43086850071632	4.89915997057904	5.43483044094865	5.82385302965774	14.3341844972533	14.3850850304692	14.0415914214865	14.0191136641752	14.2434352989681	14.1894806010918	13.184345026672	12.7547910349879	13.2267591630241	13.3269714855452	13.3504724107691	11.3776280879201	12.4695984360294	13.7495105670437	"CARBONIC ANHYDRASE 2  ; supported by cDNA: gi_13265565_gb_AF324712.2_AF324712"
"UGT72E3"	8.24102616806228	7.66482498503835	7.5885917721648	7.76082104606257	9.13991917432388	7.38591097374842	8.42200649063147	7.31502152941665	9.95596342601054	7.5790742635435	9.24488207416983	8.14671796250324	8.10648483415795	7.46932785508036	8.20601308314903	7.96491923945501	8.06232294320789	6.89701379608875	8.92882137187122	8.12417773933769	7.90440238768685	7.33257769473213	7.90000100751285	6.79360816856072	8.19246083086515	11.1400674289345	10.1175585246466	8.56945523148189	7.4978317633562	9.8285690116967	8.18718380278066	2.29939709412769	3.08149985929177	2.25428599536137	1.80129442034897	2.48938773739098	2.39273038664903	2.87113126023044	2.28448080162895	2.13148162715444	2.03491000373767	2.33606974176388	2.23127745787482	2.57439556260061	4.22907031150007	"UTP-glucose glucosyltransferase - like protein UTP-glucose glucosyltransferase, cassava, PIR:S41951"
"ATHB25..HB25..ZFHD2..ZHD1"	3.50545330132134	2.71894754220069	2.96545012241029	2.83283492949785	3.6823172636758	3.43027825354003	2.21936682647052	2.98921595874212	2.68211058995622	3.24213259553399	2.7992648026114	4.08830413944004	4.19585269649358	3.01738955149878	3.10202932696996	3.05858455910147	3.03546352238997	3.13796307187869	2.51378175658907	2.48073265012596	3.81593927923416	2.93624911598222	3.70185316629456	3.47253851444404	3.21346240342671	2.61715036152463	2.54523622808112	3.60659337982983	3.35309754537041	3.31483719823865	3.00046729979631	8.18177376557951	7.80986721947255	7.98683925339001	7.60189190130466	7.76192189881036	8.00667910804215	6.6901539221667	6.5481742166838	7.26996796685204	7.79765972912996	6.98502739197037	7.41812998907331	6.81955086779815	8.13041928769474	"putative protein contains similarity to unknown protein (pir||T05568)"
"CLEL..GLV2..RGF9"	4.53311876706434	3.19202659773025	3.25045517448073	2.53210804146602	2.94757621696342	3.06178471723728	1.58289281251522	2.23045604394484	0.517807051438612	3.73934507165175	3.1476302804811	3.60375262489821	3.97533618657839	2.56494389408984	1.75691121560733	1.7299965758906	2.63010510242288	1.76697167613981	1.58198900157214	1.65087620744691	3.93531244112148	4.64171829080961	3.02680236057323	2.97086768558563	4.52432164606361	3.86030781458708	0.462468707942482	0.23114650776398	3.75274338249805	1.18694250863214	0.71326128707844	8.00917092351516	7.3942054727255	9.54538119267821	9.48450361277178	8.97257772285773	9.17091920091331	7.64436000934581	7.16402888033858	10.7085083592902	10.1476898172162	10.0655504494586	11.1511654991716	11.3048769222469	9.02511143720451	"unknown protein"
"ATMES18..MES18"	2.72699038851011	3.1311243064525	2.72370171427632	3.61556746391319	4.06481060554597	3.03230825535184	4.88919299722296	4.58328942397601	3.26739226749171	4.570163010551	3.04517811859782	3.74168426633848	2.79887586735359	1.52100135265477	2.98301814477913	3.62364443936475	4.14752306564269	4.0222854927204	1.76878523748523	3.30771280428493	3.22512694113711	2.20212539771437	4.04076676959171	2.77348708412122	2.39949555841874	1.96995713466946	3.65325336656854	2.49074281738148	1.60896476627815	1.85304051838408	3.36567853005545	6.62692753741685	7.18234054032285	6.8287429239915	7.45149921745717	7.24095551057708	7.49169383805219	4.3808736609369	4.23973062967618	5.75786723335588	6.25066174993418	6.69994369522366	1.71233438136274	5.05649099393877	7.14211769613064	"polyneuridine aldehyde esterase-like; also similar to alpha-hydroxynitrile lyase ;supported by full-length cDNA: Ceres:123228."
"GATA21..GNC"	3.20838338760098	4.93765089179289	4.92196550392168	2.59004841747853	4.22190945553273	3.91162746247859	4.42412759131213	2.73111832318025	4.71475301962078	4.28676769590903	3.48601456058182	2.52014132373792	1.91985062794941	4.77353331022944	3.93548885317694	5.06167177508261	4.89908249290341	3.31710455074164	2.9241854525964	4.56401135117317	3.769130727189	3.53215638230413	4.25706547805644	4.29123565704016	1.6284211286921	3.27639109491315	4.2530147550789	2.72068997087527	4.71572392133438	4.51637147263225	6.86754392531655	8.35609940378651	9.37106883676675	8.12350952240303	9.58504352098858	9.05111017207275	9.74479490640348	5.05330864888394	7.0183594063852	8.0484756920407	7.77930028364774	8.77426689997099	5.28598803718162	6.51602347699863	8.1483459311891	"putative protein similar to unknown protein (pir |T04270);supported by full-length cDNA: Ceres:110454."
"LHCB3..LHCB3.1"	3.34520816976466	3.78877815809685	2.20484303309408	4.68521611389352	3.55619218941385	4.49806492534972	2.72492878538982	2.48959309000211	3.68454410798913	2.67054453268538	4.69438300177246	4.80480212996151	3.85462085413791	2.98819410886982	4.51078455559604	2.7875308064094	4.21717403580757	3.64718994766013	3.3153734417331	4.82275329256366	4.7284224245554	4.81140242227568	3.80501445925429	3.79584040514311	4.16526114635442	4.05896092890562	4.17621939361295	3.91114238090872	5.26286751017758	6.21722943815518	3.81375474695166	13.7029859644166	13.3690471570561	13.3441971843844	12.8207727174901	13.7097971916918	13.1354877451954	13.5663399358679	13.118361734306	11.893778426581	12.4800904275471	12.3171370329759	11.2638234706442	11.4796686864992	12.4572257363789	"Lhcb3 chlorophyll a/b binding protein (gb|AAD28773.1)  ; supported by cDNA: gi_13926338_gb_AF372917.1_AF372917"
"ATCNGC4..CNGC4..DND2..HLM1"	2.71697259016406	2.01372008522985	2.08019046146728	2.23479292946973	2.27734767613476	2.48949669467576	2.49007332141852	1.87003812156746	1.85371258778521	1.91720021815262	2.31359620416423	1.11926489754296	1.83312884394893	1.40951066467412	0.594546447609028	2.41313093220998	2.39289445133568	2.31508191879245	2.60958693655857	0.969114873407441	2.19317902875763	1.88455808760078	1.04624916585868	2.23001200044368	2.70973381915198	1.21512470660094	1.64665818158334	1.28970808663749	2.07498700444774	5.04555760070001	2.22439260760215	9.89126588718889	10.0120022404104	8.9642709720736	8.93989881402146	9.65912648540019	9.29277575899471	4.38372484045177	6.10246287272223	8.41518195865279	8.44529863518978	8.31177857972796	6.22380669009999	7.09876152721676	9.03716196191103	"cyclic nucleotide and calmodulin-regulated ion channel supported by cDNA: gi_15027930_gb_AY045822.1_; supported by cDNA: gi_16323173_gb_AY057691.1_"
"AtKAT1..KAT1"	4.32244899696915	3.84942457921675	4.16810870779189	5.31911081342101	4.93287331781947	5.53303068331647	3.5661106327313	4.38249705033692	4.17626421622675	2.90594239881383	3.73536738471121	2.96056495021802	0.226221108929292	3.65170525365146	3.28728518476571	4.1624921875917	4.1906801481886	2.89468932233144	0.750922816951523	4.31225652851086	4.85285527744898	5.24651078515922	4.98023709618561	5.50548173081964	3.80285890277933	3.03860956505949	4.5456754420138	4.85779409680382	3.89111228402573	1.920427394103	3.17641605645633	7.0616338421332	6.64770395211334	6.17135685497652	5.73549891771315	5.72551612269206	5.97650214109829	10.2715758093323	9.86432431741798	7.51207937525886	6.80636690886971	6.66171162497498	7.76795112902162	7.41702789749988	8.37381260865507	"potassium channel protein KAT1 (pir||S32816)  ; supported by cDNA: gi_166773_gb_M86990.1_ATHKAT1"
"FLS2"	3.47385845245133	1.48232306196546	5.23777939290526	4.23469174542584	2.66309288071031	1.24130268107122	4.27411999730614	2.65636246713782	3.06321142115371	2.63043359117993	2.30638577067107	2.20139872976249	2.60573831263515	0.970759397639036	2.53491914329275	1.32776099722193	1.05055546883193	2.01670622994631	1.9059718950373	1.81737189972242	2.11719253162981	2.16874523141246	2.94202359022974	1.0726599496849	1.79890923418043	1.93641559278881	3.71983027024124	3.43572684597216	1.07029577638985	4.97810864975855	5.29843239514475	6.92167839907139	5.04747047030642	6.59979442389297	4.93845336628502	7.14793651586585	3.1282298708715	5.60876088113076	3.27965004354954	6.24713023283643	7.13128325970655	1.9706623042215	6.87374646232891	4.35139310102869	5.60894138541988	"receptor protein kinase"
"ATFKBP13..FKBP13"	6.46649599081877	5.25243579653562	5.60482765105288	5.99262103001034	6.1228385885755	5.43097233405535	5.70163386739777	6.14737692851575	5.5674225906511	6.05416846495047	5.73498858040199	4.91598685328321	6.40930273962702	5.958753669579	4.97065364411646	5.32372518271413	4.93288688216917	5.32968554036776	5.21841353201271	4.55603914462176	5.43107672872492	5.16972094785502	5.32686429356435	6.24715382349022	5.56885192319357	5.26227353863523	5.13458566709946	5.50829987737816	4.11001459810282	5.30468547178597	5.94414438638082	11.8860272630974	12.0520156903816	12.4142071528931	12.4889303182797	12.6243376249491	12.5944225078979	11.1820584406176	10.7672086708093	11.9497950881856	12.0246291064987	11.8868057432929	10.5915478090253	10.8091786141519	12.1425598306647	"putative protein contains similarity to FKBP-type peptidyl-prolyl cis-trans isomerase"
"ATCRA1..CRA1..CRU1"	6.6319220843842	1.75440434284788	6.66718614291826	5.62720193640045	1.6940644551775	5.65486014478419	5.13801050385031	3.05460191132358	5.42662717489807	4.1731681866408	7.25081000180035	5.46270635417432	9.58789057419303	8.11767230794163	6.16710973020419	1.95107940887712	3.92112423712501	3.1424547411677	1.18847957117908	1.45790098362765	3.49724417275283	5.61530633024618	4.61544654398433	6.05759279041704	5.88631885350321	4.89673535953982	1.49901726866081	2.05025101415289	1.96568104586614	0.820060224493254	1.16189353696657	12.8702214174752	12.9594155339109	12.2255773142508	12.4292378855728	9.68363476707379	9.86731868481824	7.90412739960452	9.8887819737832	7.27066815433378	8.59674653904138	10.5960095712945	8.51299776688385	10.9461757514799	10.5119289864713	"legumin-like protein"
"OLE2..OLEO2"	4.35206611383442	2.85234031578229	6.74789551439677	4.84921862832792	5.94543619317589	5.08331846539293	5.03916967740933	3.46172520756322	5.08268612774874	4.82115014170169	5.66110234104968	4.86560888383826	7.81071403899993	7.1349576898476	3.32017366356501	3.05816608202932	4.37530494136709	3.11298937828452	1.6524699924576	4.48039995344508	4.86580980680878	2.83113373546499	4.90730626560962	3.43198665485809	4.5143027581249	4.36216442728418	1.27392987035004	3.93402263133299	4.08397509650411	4.64986937001313	3.48717238366634	10.7951565680691	10.0753067355241	10.671583279475	10.537875263816	7.22434927820501	7.69201686859752	6.47790181122259	7.03250492659095	6.42290692350299	6.72154786682988	6.83196633980274	7.93809421481399	8.16619099893941	8.21929062214693	"oleosin  ; supported by cDNA: gi_725259_gb_L40954.1_ATHOLEOSIN"
"CRK42"	1.99092148748043	1.62374304784057	1.72762336163366	1.03335174870414	2.6529928877912	1.82629979455075	2.39872493806317	2.75922960328337	2.01587685498534	2.04484100230888	2.18737718171578	2.29593462094497	2.02248321336245	1.56959740416666	1.21307149607889	1.86492654040097	2.0826689430826	0.303733295513241	1.42028174480611	1.44410197836429	3.14952550777758	2.05013553903922	1.88138087183404	2.44853437284039	0.481835191657643	2.44933148380675	2.00047316244047	1.36596091397344	1.69389260136606	4.76895355737446	2.26358455383096	7.05315786338483	7.18833505592453	6.92911307602653	7.21112995878849	6.63309663982162	5.97207576977611	6.31956151279655	6.46016345218914	8.60848093233426	8.00084254244422	8.28084871994584	9.50131772675229	9.5278106212083	7.59501181524596	"receptor-like protein kinase receptor-like serine/threonine kinase RKF2, Arabidopsis thaliana, EMBL:AF024649"
"CRR7"	4.14075830824139	4.55749618854166	4.73543650173733	3.98828665069623	2.85773391692286	3.16990247598789	2.89202944414297	3.49989557615182	3.33987032016239	2.9359527993392	1.99062903584605	1.1450067346531	2.10145295256929	2.54192399685338	1.10385206104929	2.05392565916876	2.81285609253423	1.2587983191929	1.40371628984657	3.42731281194935	1.84951246686844	2.51604302454601	2.18500059552655	1.96442595535008	1.13947400713743	1.34530185618196	2.9366044256908	2.03012985536321	0.837248950889581	1.16074590577151	4.438768070781	9.40480903556301	9.51562336987274	9.73052135254349	10.3365620000761	10.5238887280895	10.7863190822398	5.87544703749903	5.93424439840925	8.97071300426998	9.07649208851632	9.43332625037947	5.91641587990032	6.65558623978321	9.35389593303357	"hypothetical protein  ;supported by full-length cDNA: Ceres:17485."
"THI2.2"	3.89085286748531	5.25521698302659	4.23369611514059	3.26230949490436	3.74018725598571	3.36795631205147	3.94918212993489	4.43313306925407	3.64929738619209	3.89358220595418	4.19830601346725	3.50622542729173	5.43423506819189	4.00216731985905	2.34892476087309	4.29935469207173	3.7460781459995	3.30790315061319	3.65860670419869	3.05010060207731	3.8365609350517	3.8762601343054	3.61290068948328	3.92612223792977	2.95124176573349	3.41857258926459	2.9161300770199	4.44803418202012	3.35070174309871	3.38058616913953	3.23935771153538	7.73487878783969	7.9928453746237	8.29448384717739	8.47782696622928	7.80097574241059	8.52779078039318	6.87878202486979	6.30626159345371	8.35230064587611	8.51065579223479	8.39682417615353	9.12065418217135	9.46653343480444	7.74772428150817	"thionin Thi2.2  ;supported by full-length cDNA: Ceres:1523."
"SIG4..SIGD"	5.52183907966764	4.92562453015581	5.16311252982278	5.75179296952331	4.9625903718767	4.31156382494309	3.9776527941169	5.54438389046705	4.94892805267795	4.88171823245414	3.78995685689979	4.20518467501492	4.58172015027361	5.28920875525468	3.92687997584244	4.948113368752	4.70911398410739	4.57308930420352	3.82308700208988	3.86199955617396	5.22454197820172	5.35183772586797	4.34945458688204	4.79152757139732	4.02178210911867	4.25515299267398	4.39921967148409	4.88828517931324	4.67240175626072	2.46312451821497	4.83147610911748	9.94514793766817	10.308405193484	9.70229172686882	10.3091918955731	10.6503128418872	10.9422802885399	7.37142458562449	8.28895458027274	9.96363840455346	9.56474580982844	9.8601245648707	8.35681914979527	9.29743441357619	10.7939119955981	"sigma-like factor (gb|AAC97954.1)  ; supported by cDNA: gi_3983259_gb_AF101075.1_AF101075"
"DOT3"	2.99008844973807	2.87534019023767	2.5229536553472	2.14214123135579	2.88073378862641	2.24011513206713	4.23133942135966	3.22951810107096	2.62483320467447	2.9909617254314	2.50997512775177	2.20887779175092	4.33945576199133	1.95203516604686	2.76229425798859	1.81002117056328	2.46118446396212	2.21855990555268	2.26849183972273	2.85127494414871	1.47940975370712	2.39496881831419	2.57746250724506	4.28880535929898	1.94557812987712	3.15406711933052	2.64317351811289	3.19461002727416	2.22622105342996	2.29678076388929	2.72634587555605	4.85094677587936	5.0745828622594	5.91942464902084	5.08362002581344	2.86011916939951	5.78167331268433	5.48084208468598	6.09636428064365	6.84997626357929	6.60420750614039	6.98497710502019	7.19617088157832	8.03897766793696	5.74511154671553	"non-phototropic hypocotyl 3-like protein non-phototropic hypocotyl 3 - Arabidopsis thaliana, EMBL:AF180390"
"CYP78A7"	2.615621960817	1.27463230350845	2.41827655023526	3.88800905393831	2.98744557634026	3.03895474925473	1.82971435411329	3.26290907527523	1.96519077497089	2.33528705867633	2.64518983294084	1.97690779759031	2.3412879287311	1.55958445107567	1.72021241499697	2.79614185018906	1.34521235616426	2.89025935780269	1.15472911723263	1.94670311746543	1.8706634670933	3.51252097160691	2.65516313924235	1.46899928493045	1.69823423441334	3.72639873815715	2.23650260776617	2.58795196917604	1.96176010559036	2.60532977284257	2.23268845933865	5.17047700920443	4.8124920171108	6.23586589187999	5.15005902083815	5.58520862423836	4.13630915262137	3.24457717512665	2.61690600747489	5.13141529686546	6.04418329866778	4.80606844930745	7.72266550568889	4.90666888251143	4.70460230796216	"cytochrome P450"
"KCS19"	2.57736706546776	3.70599619891946	2.72832225178322	4.36670180819157	4.33997012842778	2.02089889732338	4.26702870727186	5.82558955641321	6.0752885357825	2.93804565775571	4.26714085905771	4.77189531403368	5.21896694464847	5.35230177183801	4.14813041017091	5.58901053413998	4.6191488916459	5.02577762691131	3.76374335298961	3.68969027582259	4.86733819259601	4.30685253882951	4.34049658502976	4.62621972756844	0.851218667698364	4.80321335505322	4.77761943170715	5.35861220835151	4.33599040389034	3.26173169992619	5.38812663800159	9.9015442755087	8.4118399802991	9.37917322854692	8.39053834891975	8.82811542069275	7.61497421922447	7.69877530813996	6.65686507016805	10.0061964492522	9.90436487027648	8.21260296472141	11.5353143925362	9.6491083662878	8.92309243891897	"fatty acid elongase - like protein KCS1 fatty acid elongase 3-ketoacyl-CoA synthase 1, Arabidopsis thaliana, EMBL:AF053345"
